"","time","accelerator_pedal_position","torque_at_transmission","fuel_consumed_since_restart","steering_wheel_angle","fuel_level","engine_speed","vehicle_speed","odometer","longitude","latitude","brake_pedal_status","transmission_gear_position"
"108",1369419804.39974,0,3,0.580341,-159.890091,53.304905,694,0,24795,137.149994,199.5,0,0
"109",1369419805.39974,0,2,0.5805785,-159.890091,53.304905,702,0,24795,137.149994,199.5,0,0
"110",1369419806.39974,0,5,0.5808275,-159.890091,53.304905,698,0,24795,137.149994,199.5,0,0
"111",1369419807.39974,0,3,0.58114,-159.890091,53.304905,700,0,24795,137.149994,199.5,0,0
"112",1369419808.39974,0,3,0.58139,-159.890091,53.304905,704,0,24795,137.149994,199.5,0,0
"113",1369419809.39974,0,3.5,0.581665,-159.890091,53.304905,692,0,24795,137.149994,199.5,0,0
"114",1369419810.39974,0,4,0.581965,-159.890091,53.304905,696,0,24795,137.149994,199.5,0,0
"115",1369419811.39974,0,2,0.582214,-159.890091,53.304905,702,0,24795,137.149994,199.5,0,0
"116",1369419812.39974,0,3,0.582489,-159.890091,53.304905,702,0,24795,137.149994,199.5,0,0
"117",1369419813.39974,0,2.5,0.5828015,-159.890091,53.304905,704,0,24795,137.149994,199.5,0,0
"118",1369419814.39974,0,3,0.583064,-159.890091,53.304905,698,0,24795,137.149994,199.5,0,0
"119",1369419815.39974,0,2,0.583339,-159.890091,53.304905,700,0,24795,137.149994,199.5,0,0
"120",1369419816.39974,0,4,0.5836505,-161.889824,53.304905,700,0,24795,137.149994,199.5,0,0
"121",1369419817.39974,0,13,0.583913,-161.999695,53.304905,712,0,24795,137.149994,199.5,0,5
"122",1369419818.39974,0,11,0.584313,-162.175491,53.304905,712,0,24795,137.149994,199.5,0,5
"123",1369419819.39974,0,13,0.5846755,-162.263397,53.304905,708,0,24795,137.149994,199.5,0,5
"124",1369419820.39974,0,12,0.584988,-162.4391935,53.304905,708,0,24795,137.149994,199.5,0,5
"125",1369419821.39974,0,14,0.585288,-160.593292,53.304905,702,0,24795,137.149994,199.5,0,5
"126",1369419822.39974,0,15,0.585663,-6.5925,53.304905,698,0,24795,137.149994,199.5,0,5
"127",1369419823.39974,0,12,0.585988,-3.4281,53.304905,704,0,24795,137.149994,199.5,0,5
"128",1369419824.39974,0,13,0.586287,-13.2729,53.304905,704,0,24795,137.149994,199.5,0,5
"129",1369419825.39974,0,12.5,0.586637,-13.2729,53.304905,704,0,24795,137.149994,199.5,0,5
"130",1369419826.39974,0,13,0.587012,-13.097099,53.304905,700,0,24795,137.149994,199.5,0,5
"131",1369419827.39974,0,14,0.587337,-6.19695,53.304905,698,0,24795,137.149994,199.5,0,5
"132",1369419828.39974,0,14,0.587637,-6.19695,53.304905,700,0,24795,137.149994,199.5,0,5
"133",1369419829.39974,0,14,0.587962,8.482349,53.304905,698,0,24795,137.149994,199.5,0,5
"134",1369419830.39974,0,13.5,0.5883485,7.07595,53.304905,700,0,24795,137.149994,199.5,0,5
"135",1369419831.39974,0,14,0.5886735,-20.6565,53.304905,700,0,24795,137.149994,199.5,0,5
"136",1369419832.39974,0,14,0.5889985,-21.8871,53.304905,698,0,24795,137.149994,199.5,0,5
"137",1369419833.39974,0,14.5,0.5893485,-17.27235,53.304905,704,0.92,24795,137.149994,199.5,1,5
"138",1369419834.39974,0,15,0.589661,-36.566399,53.304905,692,1.875,24795,137.149994,199.5,2,5
"139",1369419835.39974,0,14,0.589986,8.48235,52.878468,700,1.84,24795,137.149994,199.5,2,5
"140",1369419836.39974,0,15,0.590311,17.6679,52.878468,700,1.84,24795,137.149994,199.5,2,5
"141",1369419837.39974,0,15,0.5906725,-1.5822,52.878468,700,1.9,24795.001953,137.149994,199.5,2,5
"142",1369419838.39974,0,16,0.5910225,-1.97775,52.878468,698,2.23,24795.001953,137.149994,199.5,2,5
"143",1369419839.39974,0,16.5,0.5913475,-2.1975,52.878468,694,1.98,24795.001953,137.149994,199.5,2,5
"144",1369419840.39974,0,15,0.5916975,5.14215,52.878468,702,1.34,24795.001953,137.149994,199.5,2,5
"145",1369419841.39974,0,15.5,0.5920225,95.195694,52.878468,696,1.72,24795.001953,137.149994,199.5,2,5
"146",1369419842.39974,0,15,0.5923725,288.268036,52.878468,698,1.17,24795.001953,137.149994,199.5,2,5
"147",1369419843.39974,0,14.5,0.5927225,365.6420135,52.878468,700,1.02,24795.001953,137.149994,199.5,2,5
"148",1369419844.39974,0,15,0.5930475,398.494629,52.878468,696,1.22,24795.001953,137.149994,199.5,2,5
"149",1369419845.39974,0,15.5,0.593384,398.362793,52.878468,694,1.37,24795.001953,137.149994,199.5,2,5
"150",1369419846.39974,0,16,0.5937215,165.164093,52.878468,690,0,24795.001953,137.149994,199.5,2,5
"151",1369419847.39974,0,20.5,0.5940715,-347.4247435,52.025585,668,0,24795.001953,137.149994,199.5,1,2
"152",1369419848.39974,5.2,17,0.594484,-463.584595,52.025585,744,0,24795.001953,137.149994,199.5,1,2
"153",1369419849.39974,10.900001,55,0.5953715,-472.7921145,52.025585,1316,1.825,24795.001953,137.149994,199.5,1,2
"154",1369419850.39974,0,23,0.596059,-475.582947,52.025585,958,2.76,24795.003906,137.149994,199.5,2,2
"155",1369419851.39974,0,14.5,0.5964715,-433.39093,52.025585,744,1.07,24795.003906,137.149994,199.5,2,2
"156",1369419852.39974,0,17,0.596909,-77.9673,52.025585,684,0,24795.003906,137.149994,199.5,1,3
"157",1369419853.39974,0,12,0.597334,374.366089,52.025585,716,1.4,24795.003906,137.149994,199.5,2,3
"158",1369419854.39974,0,16,0.597709,404.471832,52.025585,706,1.51,24795.003906,137.149994,199.5,2,5
"159",1369419855.39974,0,15,0.5980715,207.487946,52.025585,690,1.16,24795.005859,137.149994,199.5,2,4.5
"160",1369419856.39974,0,20,0.598358,-248.383423,52.025585,628,0,24795.005859,137.149994,199.5,2,2
"161",1369419857.39974,0,11.5,0.598758,-439.280243,52.025585,728,0,24795.005859,137.149994,199.5,2,2
"162",1369419858.39974,0,14,0.599158,-439.2362975,52.025585,712,0,24795.005859,137.149994,199.5,2,2
"163",1369419859.39974,3.8,27,0.599508,-450.487488,52.025585,714,0,24795.005859,137.149994,199.5,1,2
"164",1369419860.39974,9.7,51.5,0.600183,-467.496124,52.025585,1272,0.72,24795.005859,137.149994,199.5,1,2
"165",1369419861.39974,6.5,38.5,0.601158,-468.463043,52.025585,1252,3.46,24795.005859,137.149994,199.5,1,2
"166",1369419862.39974,0,21,0.6018455,-116.467495,52.025585,968,3.85,24795.005859,137.149994,199.46666,1,2
"167",1369419863.39974,0,20,0.6023705,23.864849,52.025585,870,3.69,24795.007812,137.233337,199.416672,1,2
"168",1369419864.39974,0,18,0.602808,207.7736205,52.025585,774,3.555,24795.007812,137.233337,199.383331,2,2
"169",1369419865.39974,0,18,0.6031705,235.088547,52.025585,710,3.21,24795.007812,137.233337,199.383331,1,2
"170",1369419866.39974,12.5,53,0.604058,254.866043,52.025585,1228,4.7,24795.007812,137.233337,199.383331,1,2
"171",1369419867.39974,18.700001,100.5,0.605558,288.971252,52.025585,1690,8.26,24795.009766,137.383331,199.266663,1,2
"172",1369419868.39974,20.700001,110,0.607458,180.0631485,52.025585,1830,13.52,24795.013672,137.533325,199.116669,1,2
"173",1369419869.39974,27.200001,166.5,0.610733,70.89135,52.025585,2446,19.139999,24795.015625,138,199,1,2
"174",1369419870.39974,16.700001,78,0.613758,-3.99945,52.025585,2318,23.299999,24795.019531,138.683334,198.883331,1,2
"175",1369419871.39974,35.799999,225.5,0.617258,-12.17415,52.878468,2490,28.699999,24795.025391,139.449997,198.816666,1,6
"176",1369419872.39974,17.200001,82,0.621858,-9.36135,52.878468,2442,32.18,24795.029297,140.366669,198.699997,1,6
"177",1369419873.39974,6.2,20.5,0.6234705,-0.285675,52.878468,1590,31.9949995,24795.0361325,141.350006,198.550003,1,8
"178",1369419874.39974,0,-4,0.624033,0.0879,52.878468,1412,30.519999,24795.042969,142.350006,198.399994,1,8
"179",1369419875.39974,0,-2,0.624383,4.4829,52.878468,1324,29.469999,24795.046875,143.416656,198.28334,1,8
"180",1369419876.39974,0,-1,0.624783,-0.57135,52.878468,1260,27.279999,24795.053711,144.333344,198.083328,1,8
"181",1369419877.39974,0,-1,0.6251955,1.71405,52.025585,1172,25.289999,24795.058594,145.166656,198.016663,2,8
"182",1369419878.39974,0,1,0.6255445,-0.1758,52.025585,1122,24.059999,24795.0625,145.933334,197.866669,2,8
"183",1369419879.39974,0,0.5,0.6258945,-3.581925,52.025585,994,20.96,24795.0673825,146.699997,197.78334,2,8
"184",1369419880.39974,0,0,0.626157,0.65925,52.025585,816,16.34,24795.070312,147.383331,197.666672,2,8
"185",1369419881.39974,0,13.5,0.626457,-5.9772,52.025585,722,12.61,24795.074219,147.916656,197.633331,2,8
"186",1369419882.39974,0,16,0.626857,-4.79055,52.025585,864,9.6449995,24795.0751955,148.300003,197.550003,2,2
"187",1369419883.39974,0,-1,0.627182,-1.6701,51.599148,826,7.92,24795.078125,148.533325,197.516663,2,2
"188",1369419884.39974,0,0,0.627532,-1.09875,51.599148,746,6.51,24795.078125,148.75,197.483337,2,2
"189",1369419885.39974,0,16.5,0.6278685,-1.97775,51.599148,698,5.03,24795.078125,148.899994,197.483337,2,2
"190",1369419886.39974,0,18,0.628181,-2.637,51.599148,692,3.48,24795.080078,149.133331,197.433334,2,2
"191",1369419887.39974,0,15.5,0.6285185,-2.68095,51.599148,694,2.37,24795.080078,149.133331,197.433334,2,2
"192",1369419888.39974,0,14,0.628956,-2.2854,51.599148,694,0.445,24795.080078,149.133331,197.433334,2,2
"193",1369419889.39974,0,15,0.6293435,-2.9886,51.599148,698,0,24795.080078,149.133331,197.433334,2,2
"194",1369419890.39974,0,13,0.6296685,-2.76885,51.599148,706,0,24795.080078,149.133331,197.433334,2,2
"195",1369419891.39974,0,13.5,0.6300185,-2.3733,51.599148,702,0,24795.080078,149.133331,197.433334,2,2
"196",1369419892.39974,0,15,0.630306,-1.4943,51.599148,688,0,24795.080078,149.133331,197.433334,2,2
"197",1369419893.39974,0,15.5,0.630605,-1.5822,51.599148,690,0,24795.080078,149.133331,197.433334,2,2
"198",1369419894.39974,0,13,0.630955,-1.6701,51.599148,700,0,24795.080078,149.133331,197.433334,2,2
"199",1369419895.39974,0,16,0.631255,-1.6701,51.172707,700,0,24795.080078,149.133331,197.433334,2,2
"200",1369419896.39974,0,14,0.631555,-1.6701,51.172707,704,0,24795.080078,149.133331,197.433334,2,2
"201",1369419897.39974,0,15.5,0.63183,-1.6701,51.172707,700,0,24795.080078,149.133331,197.433334,2,2
"202",1369419898.39974,0,13,0.632205,-1.6701,51.172707,702,0,24795.080078,149.133331,197.433334,2,2
"203",1369419899.39974,0,13.5,0.6325415,-1.6701,51.172707,696,0,24795.080078,149.133331,197.433334,2,2
"204",1369419900.39974,0,13,0.632829,-4.26315,51.172707,706,0,24795.080078,149.133331,197.433334,2,2
"205",1369419901.39974,0,12,0.633154,-4.4829,51.172707,708,0,24795.080078,149.133331,197.433334,2,2
"206",1369419902.39974,0,13,0.633529,-4.4829,51.172707,702,0,24795.080078,149.133331,197.433334,1,2
"207",1369419903.39974,16.800001,76.5,0.634054,-4.52685,51.172707,1292,0.6,24795.080078,149.133331,197.433334,1,2
"208",1369419904.39974,14,92,0.635879,-5.58165,51.172707,1672,7.72,24795.082031,149.133331,197.433334,1,2
"209",1369419905.39974,0,37,0.6371915,0.879,51.172707,1324,10.87,24795.083984,149.433334,197.399994,1,2
"210",1369419906.39974,0,-3,0.6375915,-4.4829,51.172707,1118,10.09,24795.084961,149.816666,197.316666,2,2
"211",1369419907.39974,0,-2,0.637879,0.879,50.746269,932,8.48,24795.087891,150.050003,197.28334,2,2
"212",1369419908.39974,0,0,0.638153,2.2854,50.746269,760,6.46,24795.089844,150.283325,197.25,2,2
"213",1369419909.39974,0,18.5,0.638478,5.66955,50.746269,712,4.205,24795.089844,150.583344,197.21666,2,2
"214",1369419910.39974,0,15,0.638853,10.2843,50.746269,698,1.28,24795.089844,150.583344,197.21666,2,2
"215",1369419911.39974,0,15,0.639203,10.2843,50.746269,696,0,24795.089844,150.583344,197.21666,2,2
"216",1369419912.39974,0,14,0.639553,10.1964,50.746269,704,0,24795.089844,150.583344,197.21666,2,2
"217",1369419913.39974,0,16,0.639928,9.5811,50.746269,694,0,24795.089844,150.583344,197.21666,2,2
"218",1369419914.39974,0,15,0.640203,8.39445,50.746269,710,0,24795.089844,150.583344,197.21666,2,2
"219",1369419915.39974,0,15.5,0.640552,4.79055,50.746269,704,0.955,24795.089844,150.583344,197.21666,2,2
"220",1369419916.39974,0,15,0.6409145,2.85675,50.746269,704,1.36,24795.089844,150.583344,197.21666,2,2
"221",1369419917.39974,0,16,0.641227,-1.758,50.746269,698,1.81,24795.089844,150.583344,197.21666,1,2
"222",1369419918.39974,10.6,33,0.641577,-5.49375,50.746269,810,2.645,24795.091797,150.583344,197.21666,1,2
"223",1369419919.39974,16.700001,92,0.6430145,-101.0849955,50.319832,1618,7.13,24795.091797,150.583344,197.21666,1,2
"224",1369419920.39974,16.700001,94,0.644677,-274.775391,50.319832,1710,12.34,24795.09375,150.816666,197.166672,1,2
"225",1369419921.39974,16.200001,87.5,0.646477,-274.973175,50.319832,2096,17.1949995,24795.0966795,151.199997,196.983337,1,2
"226",1369419922.39974,17,99,0.649027,-151.583542,50.319832,1814,20.789999,24795.099609,151.583344,196.600006,1,6
"227",1369419923.39974,17.300001,97,0.651327,-52.08075,50.319832,1930,23.619999,24795.105469,151.583344,196.066666,1,6
"228",1369419924.39974,29,174,0.654527,-3.516,50.319832,2368,28.6399995,24795.1103515,151.583344,195.449997,1,6
"229",1369419925.39974,30.4,182.5,0.659702,-2.76885,50.319832,2840,36.329998,24795.117188,151.350006,194.699997,1,6
"230",1369419926.39974,30.5,172,0.6654385,0.39555,50.319832,3288,42.219997,24795.123047,151.199997,193.699997,1,6
"231",1369419927.39974,0,23,0.6692145,0,50.319832,2216,46.324999,24795.1318355,150.966675,192.633331,1,8
"232",1369419928.39974,0,11,0.669951,-2.76885,50.319832,1946,46.959999,24795.140625,150.666656,191.449997,2,3
"233",1369419929.39974,0,-10.5,0.670476,0.2637,50.319832,1426,46.77,24795.148438,150.433334,190.266663,2,3
"234",1369419930.39974,0,-9,0.6708635,-0.285675,50.319832,1384,45.08,24795.158203,150.199997,189.083328,2,3
"235",1369419931.39974,0,-7,0.671176,1.09875,50.319832,1282,41.779999,24795.166016,149.899994,187.933334,2,3
"236",1369419932.39974,0,-6,0.671501,2.76885,50.319832,1174,38.509998,24795.173828,149.666656,186.916672,2,3
"237",1369419933.39974,0,-5.5,0.671801,0.637275,50.319832,1018,33.5249995,24795.1806645,149.433334,185.949997,2,3
"238",1369419934.39974,0,-4,0.672051,-1.18665,50.319832,876,28.76,24795.1875,149.283325,185.149994,2,3
"239",1369419935.39974,0,-3.5,0.672325,-0.39555,50.319832,758,24.76,24795.191406,149.133331,184.433334,2,3
"240",1369419936.39974,0,-3,0.6726,2.3733,50.319832,724,21.04,24795.196289,149.066666,183.816666,2,8
"241",1369419937.39974,0,-4,0.67285,3.4281,50.319832,724,20.039999,24795.199219,148.899994,183.316666,1,8
"242",1369419938.39974,0,16,0.6731,4.87845,50.319832,720,20.029999,24795.203125,148.75,182.78334,1,8
"243",1369419939.39974,11.1,59,0.6738875,-1.5822,50.319832,1230,20.925,24795.207031,148.683334,182.300003,1,8
"244",1369419940.39974,7.7,50,0.674575,-0.0879,50.319832,1268,22.629999,24795.210938,148.533325,181.766663,1,8
"245",1369419941.39974,6.7,42,0.67545,0.2637,50.319832,1284,23.99,24795.214844,148.533325,181.183334,1,8
"246",1369419942.39974,6.3,36,0.6762,0.7911,50.319832,1292,24.584999,24795.220703,148.366669,180.583328,1,8
"247",1369419943.39974,11.8,59,0.67695,-0.0879,50.319832,1340,25.08,24795.224609,148.300003,179.933334,1,8
"248",1369419944.39974,12.5,81,0.6787375,4.6587,50.319832,1636,26.889999,24795.230469,148.149994,179.28334,1,8
"249",1369419945.39974,0,1,0.679575,4.021425,50.319832,1312,28.3899995,24795.2353515,148,178.600006,1,8
"250",1369419946.39974,0,-2,0.67995,-7.2957,50.319832,1278,28.699999,24795.240234,147.916656,177.833328,2,8
"251",1369419947.39974,0,-2,0.680275,-4.26315,50.319832,1274,28.519999,24795.246094,147.916656,177.100006,2,8
"252",1369419948.39974,0,-1,0.6807,-2.0217,50.319832,1184,25.454999,24795.2509765,147.766663,176.416672,2,8
